dropped_from,dropped_token,outcome,estimate,ci_lo,ci_hi,p,n_texts
hi_institution,caltech.edu,QI,0.005672268907563018,-0.0034453781512605104,0.015043067226890664,0.23953,68
hi_institution,caltech.edu,PI,0.07093137254901961,0.04426470588235294,0.09872549019607842,0.0,68
hi_institution,caltech.edu,AR,0.020588235294117647,0.0020588235294117653,0.04,0.03442,68
hi_institution,cam.ac.uk,QI,0.008358208955223873,-0.0017910447761194086,0.018550106609808093,0.11103,67
hi_institution,cam.ac.uk,PI,0.07019900497512438,0.04323383084577114,0.09836069651741272,0.0,67
hi_institution,cam.ac.uk,AR,0.020895522388059702,0.0017910447761194043,0.04059701492537314,0.036115,67
hi_institution,harvard.edu,QI,0.007788649706457917,-0.0011350293542074482,0.01694814090019561,0.094755,73
hi_institution,harvard.edu,PI,0.0649771689497717,0.03968036529680365,0.09150684931506849,0.0,73
hi_institution,harvard.edu,AR,0.013972602739726026,-0.003287671232876712,0.03178082191780821,0.12695,73
hi_institution,imperial.ac.uk,QI,0.005079365079365072,-0.004007936507936508,0.014126984126984118,0.277035,72
hi_institution,imperial.ac.uk,PI,0.06296296296296297,0.038795138888888886,0.08828703703703704,0.0,72
hi_institution,imperial.ac.uk,AR,0.013888888888888888,-0.0030555555555555522,0.03111111111111111,0.1131,72
hi_institution,mit.edu,QI,0.009404761904761897,0.0003174603174603089,0.018849206349206338,0.04735,72
hi_institution,mit.edu,PI,0.06912037037037037,0.044166666666666674,0.0950462962962963,0.0,72
hi_institution,mit.edu,AR,0.016944444444444446,-0.0008333333333333335,0.035,0.06487,72
hi_institution,ox.ac.uk,QI,0.008361344537815117,-0.0013445378151260574,0.018109243697478974,0.091535,68
hi_institution,ox.ac.uk,PI,0.07215686274509804,0.04475367647058824,0.10068627450980393,0.0,68
hi_institution,ox.ac.uk,AR,0.012058823529411764,-0.005882352941176467,0.030588235294117642,0.19983,68
hi_institution,stanford.edu,QI,0.006666666666666653,-0.0026086956521739224,0.016107660455486526,0.16664,69
hi_institution,stanford.edu,PI,0.05980676328502416,0.03444444444444445,0.08618357487922705,0.0,69
hi_institution,stanford.edu,AR,0.01971014492753623,0.0014492753623188428,0.03855072463768115,0.036285,69
hi_institution,ucl.ac.uk,QI,0.008370221327967798,-0.001449698189134826,0.018270623742454636,0.097145,71
hi_institution,ucl.ac.uk,PI,0.0731924882629108,0.04661854460093896,0.10122065727699532,0.0,71
hi_institution,ucl.ac.uk,AR,0.02422535211267606,0.007042253521126761,0.042535211267605635,0.00701,71
li_institution,cmich.edu,QI,0.008301158301158292,-0.000733590733590746,0.017528957528957525,0.078915,74
li_institution,cmich.edu,PI,0.06792792792792793,0.04319819819819821,0.09360472972972965,0.0,74
li_institution,cmich.edu,AR,0.015675675675675675,-0.0018918918918918858,0.033243243243243244,0.0814,74
li_institution,csuohio.edu,QI,0.007771428571428563,-0.0013714285714285848,0.016876190476190465,0.10354,75
li_institution,csuohio.edu,PI,0.06826666666666667,0.043333333333333335,0.09431111111111114,0.0,75
li_institution,csuohio.edu,AR,0.017333333333333333,0.0008000000000000007,0.034666666666666665,0.04913,75
li_institution,harper-adams.ac.uk,QI,0.009758241758241755,0.0002197802197802039,0.01942857142857143,0.048325,65
li_institution,harper-adams.ac.uk,PI,0.0677948717948718,0.04082051282051282,0.09615512820512812,0.0,65
li_institution,harper-adams.ac.uk,AR,0.019692307692307693,0.0015384615384615378,0.03907692307692307,0.037835,65
li_institution,hawaii.edu,QI,0.009831932773109234,-8.403361344538799e-05,0.019789915966386542,0.0526,68
li_institution,hawaii.edu,PI,0.08058823529411765,0.05289093137254902,0.10906862745098038,0.0,68
li_institution,hawaii.edu,AR,0.023823529411764705,0.005000000000000004,0.04323529411764706,0.014365,68
li_institution,pacific.edu,QI,0.0059920634920634834,-0.002738095238095248,0.014880952380952368,0.187405,72
li_institution,pacific.edu,PI,0.06726851851851852,0.04189814814814816,0.0937037037037037,0.0,72
li_institution,pacific.edu,AR,0.02,0.0019444444444444474,0.03861111111111112,0.031895,72
li_institution,sfsu.edu,QI,0.003865546218487385,-0.005462184873949589,0.012983193277310913,0.41859,68
li_institution,sfsu.edu,PI,0.061078431372549015,0.035343137254901964,0.0877450980392157,0.0,68
li_institution,sfsu.edu,AR,0.012352941176470589,-0.00441176470588235,0.02970588235294118,0.164505,68
li_institution,umsl.edu,QI,0.006679536679536672,-0.002702702702702714,0.016216216216216203,0.16792,74
li_institution,umsl.edu,PI,0.060135135135135145,0.03567567567567568,0.08536036036036036,0.0,74
li_institution,umsl.edu,AR,0.01864864864864865,0.0010810810810810815,0.037027027027027024,0.043915,74
li_institution,uwm.edu,QI,0.007678571428571422,-0.0024107142857142916,0.01785714285714285,0.14468,64
li_institution,uwm.edu,PI,0.07078124999999999,0.04364583333333334,0.09911458333333334,0.0,64
li_institution,uwm.edu,AR,0.014374999999999999,-0.0043749999999999995,0.034062499999999996,0.151865,64
